player_name,position,country,link,Team,dob,Number,Height,pid
William Smallbone,Midfielder,  Ireland,http://www.premierleague.com/players/14997/William-Smallbone/overview,Southampton,21/02/2000,27,,214466
Chris Smalling,Defender,  England,http://www.premierleague.com/players/3613/Chris-Smalling/overview,Defender,22/11/1989,,194cm,55909
Tyler Smith,Forward,  England,http://www.premierleague.com/players/14267/Tyler-Smith/overview,Forward,04/12/1998,,178cm,225991
Emile Smith Rowe,Midfielder,  England,http://www.premierleague.com/players/14445/Emile-Smith-Rowe/overview,Midfielder,28/07/2000,,182cm,209289
Robert Snodgrass,Midfielder,  Scotland,http://www.premierleague.com/players/4558/Robert-Snodgrass/overview,West Ham United,07/09/1987,11,182cm,18987
Sokratis,Defender,  Greece,http://www.premierleague.com/players/5093/Sokratis,Arsenal,09/06/1988,5,186cm,39476
Dominic Solanke,Forward,  England,http://www.premierleague.com/players/10443/Dominic-Solanke/overview,AFC Bournemouth,14/09/1997,9,187cm,154566
Son Heung-Min,Forward,  South Korea,http://www.premierleague.com/players/4999/Son-Heung-Min/overview,Tottenham Hotspur,08/07/1992,7,183cm,85971
Andreas Söndergaard,Goalkeeper,  Denmark,http://www.premierleague.com/players/49158/Andreas-Söndergaard/overview,Wolverhampton Wanderers,17/01/2001,,,448487
Elias Sorensen,Forward,  Denmark,http://www.premierleague.com/players/20946/Elias-Sorensen/overview,Newcastle United,18/09/1999,47,,240795
Pape Souaré,Defender,  Senegal,http://www.premierleague.com/players/10444/Pape-Souaré/overview,Defender,06/06/1990,,178cm,79228
Tomas Soucek,Midfielder,  Czech Republic,http://www.premierleague.com/players/25183/Tomas-Soucek/overview,West Ham United,27/02/1995,28,192cm,215439
Çaglar Söyüncü,Defender,  Turkey,http://www.premierleague.com/players/26216/Çaglar-Söyüncü/overview,Leicester City,23/05/1996,4,185cm,218031
Bayli Spencer-Adams,Defender,  England,http://www.premierleague.com/players/19867/Bayli-Spencer-Adams/overview,Watford,26/06/2001,51,,232244
Julian Speroni,Goalkeeper,  Argentina,http://www.premierleague.com/players/2664/Julian-Speroni/overview,Goalkeeper,18/05/1979,,186cm,11554
Jack Spong,Midfielder,  England,http://www.premierleague.com/players/24722/Jack-Spong/overview,Brighton and Hove Albion,04/02/2002,,,432945
Dennis Srbeny,Forward,  Germany,http://www.premierleague.com/players/33067/Dennis-Srbeny/overview,Forward,05/05/1994,,189cm,179587
Jack Stacey,Defender,  England,http://www.premierleague.com/players/10881/Jack-Stacey/overview,AFC Bournemouth,06/04/1996,17,180cm,154131
Junior Stanislas,Midfielder,  England,http://www.premierleague.com/players/3766/Junior-Stanislas/overview,AFC Bournemouth,26/11/1989,19,183cm,56872
Richard Stearman,Defender,  England,http://www.premierleague.com/players/2485/Richard-Stearman/overview,Defender,19/08/1987,,191cm,18832
Jason Steele,Goalkeeper,  England,http://www.premierleague.com/players/3457/Jason-Steele/overview,Goalkeeper,18/08/1990,,188cm,49262
Jed Steer,Goalkeeper,  England,http://www.premierleague.com/players/4348/Jed-Steer/overview,Aston Villa,22/09/1992,12,183cm,79852
Zack Steffen,Goalkeeper,  United States,http://www.premierleague.com/players/54392/Zack-Steffen/overview,Goalkeeper,02/04/1995,,191cm,164484
Maarten Stekelenburg,Goalkeeper,  Netherlands,http://www.premierleague.com/players/4779/Maarten-Stekelenburg/overview,Everton,22/09/1982,22,197cm,10318
Dale Stephens,Midfielder,  England,http://www.premierleague.com/players/8168/Dale-Stephens/overview,Brighton and Hove Albion,12/06/1989,6,169cm,40845
Dujon Sterling,Defender,  England,http://www.premierleague.com/players/14572/Dujon-Sterling/overview,Defender,24/10/1999,,186cm,199583
Jamie Sterry,Defender,  England,http://www.premierleague.com/players/10482/Jamie-Sterry/overview,Defender,21/11/1995,,180cm,181397
Steve Cook,Defender,  England,http://www.premierleague.com/players/8045/Steve-Cook/overview,AFC Bournemouth,19/04/1991,3,185cm,56917
Enda Stevens,Defender,  Ireland,http://www.premierleague.com/players/4258/Enda-Stevens/overview,Sheffield United,09/07/1990,3,183cm,63426
Layton Stewart,Forward,  England,http://www.premierleague.com/players/51561/Layton-Stewart/overview,Liverpool,03/09/2002,97,,461609
Marco Stiepermann,Midfielder,  Germany,http://www.premierleague.com/players/23199/Marco-Stiepermann/overview,Norwich City,09/02/1991,18,190cm,71738
John Stones,Defender,  England,http://www.premierleague.com/players/4505/John-Stones/overview,Manchester City,28/05/1994,5,188cm,97299
Daniel Sturridge,Forward,  England,http://www.premierleague.com/players/3154/Daniel-Sturridge/overview,Forward,01/09/1989,,188cm,40755
Denis Suárez,Midfielder,  Spain,http://www.premierleague.com/players/4325/Denis-Suárez/overview,Midfielder,06/01/1994,,176cm,89572
Andrew Surman,Midfielder,  England,http://www.premierleague.com/players/2338/Andrew-Surman/overview,AFC Bournemouth,20/08/1986,6,178cm,15237
Sam Surridge,Forward,  England,http://www.premierleague.com/players/13195/Sam-Surridge/overview,AFC Bournemouth,28/07/1998,44,191cm,217331
Markus Suttner,Defender,  Austria,http://www.premierleague.com/players/5428/Markus-Suttner/overview,Defender,16/04/1987,,179cm,43808
Alexander Sørloth,Forward,  Norway,http://www.premierleague.com/players/15685/Alexander-Sørloth/overview,Forward,05/12/1995,,193cm,143877
Japhet Tanganga,Defender,  England,http://www.premierleague.com/players/15116/Japhet-Tanganga/overview,Tottenham Hotspur,31/03/1999,39,184cm,199584
Shani Tarashaj,Forward,  Switzerland,http://www.premierleague.com/players/15322/Shani-Tarashaj/overview,Forward,07/02/1995,,176cm,179141
Matt Targett,Defender,  England,http://www.premierleague.com/players/4815/Matt-Targett/overview,Aston Villa,18/09/1995,18,183cm,169359
James Tarkowski,Defender,  England,http://www.premierleague.com/players/8143/James-Tarkowski/overview,Burnley,19/11/1992,5,185cm,17761
Percy Tau,Forward,  South Africa,http://www.premierleague.com/players/40320/Percy-Tau/overview,Forward,13/05/1994,,175cm,230127
Nikola Tavares,Defender,  England,http://www.premierleague.com/players/24000/Nikola-Tavares/overview,Crystal Palace,17/01/1999,32,,235599
Neil Taylor,Defender,  Wales,http://www.premierleague.com/players/4402/Neil-Taylor/overview,Aston Villa,07/02/1989,3,176cm,47390
Alexander Tettey,Midfielder,  Norway,http://www.premierleague.com/players/4560/Alexander-Tettey/overview,Norwich City,04/04/1986,27,180cm,18665
George Thomas,Forward,  Wales,http://www.premierleague.com/players/8451/George-Thomas/overview,Forward,24/03/1997,,173cm,174248
Dominic Thompson,Defender,  England,http://www.premierleague.com/players/19869/Dominic-Thompson/overview,Defender,26/07/2000,,,232247
Youri Tielemans,Midfielder,  Belgium,http://www.premierleague.com/players/5865/Youri-Tielemans/overview,Leicester City,07/05/1997,8,176cm,166989
Kieran Tierney,Defender,  Scotland,http://www.premierleague.com/players/12185/Kieran-Tierney/overview,Arsenal,05/06/1997,,178cm,192895
Timi Odusina,Defender,  England,http://www.premierleague.com/players/14916/Timi-Odusina/overview,Defender,28/10/1999,,,220649
Tom Dele-Bashiru,Midfielder,  Nigeria,http://www.premierleague.com/players/14778/Tom-Dele-Bashiru/overview,Watford,17/09/1999,24,183cm,175353
James Tomkins,Defender,  England,http://www.premierleague.com/players/3517/James-Tomkins/overview,Crystal Palace,29/03/1989,5,192cm,49413
Fikayo Tomori,Defender,  England,http://www.premierleague.com/players/13281/Fikayo-Tomori/overview,Chelsea,19/12/1997,29,185cm,194794
Toni Martínez,Forward,  Spain,http://www.premierleague.com/players/19681/Toni-Martínez/overview,Forward,30/06/1997,,180cm,178867
Lucas Torreira,Midfielder,  Uruguay,http://www.premierleague.com/players/23033/Lucas-Torreira/overview,Arsenal,11/02/1996,11,168cm,198849
Tosin Adarabioyo,Defender,  England,http://www.premierleague.com/players/13549/Tosin-Adarabioyo/overview,Defender,24/09/1997,,196cm,109646
Cenk Tosun,Forward,  Turkey,http://www.premierleague.com/players/12114/Cenk-Tosun/overview,Crystal Palace,07/06/1991,20,183cm,66838
Andros Townsend,Midfielder,  England,http://www.premierleague.com/players/3724/Andros-Townsend/overview,Crystal Palace,16/07/1991,10,181cm,60252
Adama Traoré,Forward,  Spain,http://www.premierleague.com/players/4979/Adama-Traoré/overview,Wolverhampton Wanderers,25/01/1996,37,178cm,159533
Mark Travers,Goalkeeper,  Ireland,http://www.premierleague.com/players/50453/Mark-Travers/overview,AFC Bournemouth,18/05/1999,42,191cm,229600
Trézéguet,Midfielder,  Egypt,http://www.premierleague.com/players/16087/Trézéguet,Aston Villa,01/10/1994,17,180cm,148508
Kieran Trippier,Defender,  England,http://www.premierleague.com/players/3905/Kieran-Trippier/overview,Defender,19/09/1990,,178cm,77794
Leandro Trossard,Midfielder,  Belgium,http://www.premierleague.com/players/20486/Leandro-Trossard/overview,Brighton and Hove Albion,04/12/1994,11,172cm,116216
Tom Trybull,Midfielder,  Germany,http://www.premierleague.com/players/24412/Tom-Trybull/overview,Norwich City,09/03/1993,4,181cm,90440
Aaron Tshibola,Midfielder,  The Democratic Republic Of Congo,http://www.premierleague.com/players/9474/Aaron-Tshibola/overview,Midfielder,02/01/1995,,191cm,168180
Axel Tuanzebe,Defender,  England,http://www.premierleague.com/players/13559/Axel-Tuanzebe/overview,Manchester United,14/11/1997,38,182cm,180804
Joe Tupper,Goalkeeper,  England,http://www.premierleague.com/players/14949/Joe-Tupper/overview,Goalkeeper,15/11/1997,,,209411
Ike Ugbo,Forward,  England,http://www.premierleague.com/players/14593/Ike-Ugbo/overview,Forward,21/09/1998,,185cm,181913
Calvin Ughelumba,Defender,  England,http://www.premierleague.com/players/23793/Calvin-Ughelumba/overview,Defender,31/12/1999,,,232892
Leonardo Ulloa,Forward,  Argentina,http://www.premierleague.com/players/8174/Leonardo-Ulloa/overview,Forward,26/07/1986,,188cm,54316
Luis Antonio Valencia,Defender,  Ecuador,http://www.premierleague.com/players/3285/Luis-Antonio-Valencia/overview,Defender,04/08/1985,,180cm,20695
Yan Valery,Defender,  France,http://www.premierleague.com/players/15011/Yan-Valery/overview,Southampton,22/02/1999,,180cm,213482
Jesús Vallejo,Defender,  Spain,http://www.premierleague.com/players/19564/Jesús-Vallejo/overview,Defender,05/01/1997,,184cm,178876
Patrick van Aanholt,Defender,  Netherlands,http://www.premierleague.com/players/3362/Patrick-van-Aanholt/overview,Crystal Palace,29/08/1990,3,176cm,74230
Sepp van den Berg,Defender,  Netherlands,http://www.premierleague.com/players/65987/Sepp-van-den-Berg/overview,Liverpool,20/12/2001,,189cm,444765
Virgil van Dijk,Defender,  Netherlands,http://www.premierleague.com/players/5140/Virgil-van-Dijk/overview,Liverpool,08/07/1991,4,193cm,97032
Marco van Ginkel,Midfielder,  Netherlands,http://www.premierleague.com/players/4747/Marco-van-Ginkel/overview,Midfielder,01/12/1992,,186cm,82660
Jamie Vardy,Forward,  England,http://www.premierleague.com/players/8979/Jamie-Vardy/overview,Leicester City,11/01/1987,9,179cm,101668
Indiana Vassilev,Forward,  United States,http://www.premierleague.com/players/31670/Indiana-Vassilev/overview,Aston Villa,16/02/2001,36,173cm,223349
Michael Verrips,Goalkeeper,  Netherlands,http://www.premierleague.com/players/32602/Michael-Verrips/overview,Sheffield United,03/12/1996,21,195cm,194126
Jan Vertonghen,Defender,  Belgium,http://www.premierleague.com/players/4666/Jan-Vertonghen/overview,Tottenham Hotspur,24/04/1987,5,189cm,39194
Jannik Vestergaard,Defender,  Denmark,http://www.premierleague.com/players/20109/Jannik-Vestergaard/overview,Southampton,03/08/1992,4,199cm,93100
Nikola Vlasic,Midfielder,  Croatia,http://www.premierleague.com/players/25312/Nikola-Vlasic/overview,Midfielder,04/10/1997,,178cm,180151
Sam Vokes,Forward,  Wales,http://www.premierleague.com/players/4007/Sam-Vokes/overview,Forward,21/10/1989,,186cm,40399
Jake Vokins,Defender,  England,http://www.premierleague.com/players/15013/Jake-Vokins/overview,Southampton,17/03/2000,29,,214470
Michel Vorm,Goalkeeper,  Netherlands,http://www.premierleague.com/players/4398/Michel-Vorm/overview,Tottenham Hotspur,20/10/1983,13,183cm,39215
Mario Vrancic,Midfielder,  Bosnia And Herzegovina,http://www.premierleague.com/players/22040/Mario-Vrancic/overview,Norwich City,23/05/1989,8,187cm,37614
Matej Vydra,Forward,  Czech Republic,http://www.premierleague.com/players/4851/Matej-Vydra/overview,Burnley,01/05/1992,27,180cm,81183
Theo Walcott,Forward,  England,http://www.premierleague.com/players/2839/Theo-Walcott/overview,Everton,16/03/1989,11,176cm,20467
Kyle Walker,Defender,  England,http://www.premierleague.com/players/3955/Kyle-Walker/overview,Manchester City,28/05/1990,2,178cm,58621
Kyle Walker-Peters,Defender,  England,http://www.premierleague.com/players/13815/Kyle-Walker-Peters/overview,Southampton,13/04/1997,,173cm,158534
Jonathan Walters,Forward,  Ireland,http://www.premierleague.com/players/2047/Jonathan-Walters/overview,Forward,20/09/1983,,183cm,12813
Aaron Wan-Bissaka,Defender,  England,http://www.premierleague.com/players/14164/Aaron-Wan-Bissaka/overview,Manchester United,26/11/1997,29,183cm,214590
Victor Wanyama,Midfielder,  Kenya,http://www.premierleague.com/players/4816/Victor-Wanyama/overview,Tottenham Hotspur,25/06/1991,12,188cm,54756
Stephen Ward,Defender,  Ireland,http://www.premierleague.com/players/3999/Stephen-Ward/overview,Defender,20/08/1985,,184cm,40616
James Ward-Prowse,Midfielder,  England,http://www.premierleague.com/players/4617/James-Ward-Prowse/overview,Southampton,01/11/1994,16,173cm,101178
Conor Washington,Forward,  Northern Ireland,http://www.premierleague.com/players/9363/Conor-Washington/overview,Forward,18/05/1992,,178cm,134430
Elliot Watt,Midfielder,  Scotland,http://www.premierleague.com/players/21702/Elliot-Watt/overview,Midfielder,11/03/2000,,,233427
Kelland Watts,Midfielder,  England,http://www.premierleague.com/players/19967/Kelland-Watts/overview,Midfielder,03/11/1999,,,232977
Adam Webster,Defender,  England,http://www.premierleague.com/players/9426/Adam-Webster/overview,Brighton and Hove Albion,04/01/1995,15,191cm,110735
Danny Welbeck,Forward,  England,http://www.premierleague.com/players/3452/Danny-Welbeck/overview,Watford,26/11/1990,10,185cm,50175
Nahki Wells,Forward,  Bermuda,http://www.premierleague.com/players/8889/Nahki-Wells/overview,Bristol City,01/06/1990,21,170cm,92383
Wesley,Forward,  Brazil,http://www.premierleague.com/players/15580/Wesley,Aston Villa,26/11/1996,9,191cm,213345
Ashley Westwood,Midfielder,  England,http://www.premierleague.com/players/4489/Ashley-Westwood/overview,Burnley,01/04/1990,18,175cm,60551
Glenn Whelan,Midfielder,  Ireland,http://www.premierleague.com/players/2299/Glenn-Whelan/overview,Midfielder,13/01/1984,,180cm,12150
Ben White,Defender,  England,http://www.premierleague.com/players/14548/Ben-White/overview,Defender,08/10/1997,,182cm,198869
Alfie Whiteman,Goalkeeper,  England,http://www.premierleague.com/players/15111/Alfie-Whiteman/overview,Tottenham Hotspur,02/10/1998,41,189cm,175941
Connor Wickham,Forward,  England,http://www.premierleague.com/players/4396/Connor-Wickham/overview,Forward,31/03/1993,,191cm,59125
Georginio Wijnaldum,Midfielder,  Netherlands,http://www.premierleague.com/players/7114/Georginio-Wijnaldum/overview,Liverpool,11/11/1990,5,175cm,41733
Yanic Wildschut,Forward,  Netherlands,http://www.premierleague.com/players/10798/Yanic-Wildschut/overview,Forward,01/11/1991,,187cm,87333
Wilfred Ndidi,Midfielder,  Nigeria,http://www.premierleague.com/players/20479/Wilfred-Ndidi/overview,Leicester City,16/12/1996,25,183cm,203341
Jetro Willems,Defender,  Netherlands,http://www.premierleague.com/players/7105/Jetro-Willems/overview,Newcastle United,30/03/1994,15,177cm,92159
Jonathan Williams,Midfielder,  Wales,http://www.premierleague.com/players/4767/Jonathan-Williams/overview,Midfielder,09/10/1993,,168cm,103100
Willian,Forward,  Brazil,http://www.premierleague.com/players/4748/Willian,Chelsea,09/08/1988,10,175cm,47431
Joseph Willock,Midfielder,  England,http://www.premierleague.com/players/14446/Joseph-Willock/overview,Arsenal,20/08/1999,28,179cm,200089
Ben Wilmot,Defender,  England,http://www.premierleague.com/players/20929/Ben-Wilmot/overview,Defender,04/11/1999,,188cm,241289
Jack Wilshere,Midfielder,  England,http://www.premierleague.com/players/3547/Jack-Wilshere/overview,West Ham United,01/01/1992,19,172cm,54102
Harry Winks,Midfielder,  England,http://www.premierleague.com/players/7488/Harry-Winks/overview,Tottenham Hotspur,02/02/1996,8,178cm,157668
Ben Winterbottom,Goalkeeper,  England,http://www.premierleague.com/players/23659/Ben-Winterbottom/overview,Liverpool,16/07/2001,63,,232758
Henry Wise,Midfielder,  England,http://www.premierleague.com/players/23721/Henry-Wise/overview,Watford,01/01/2000,46,174cm,232818
Chris Wood,Forward,  New Zealand,http://www.premierleague.com/players/3756/Chris-Wood/overview,Burnley,07/12/1991,9,191cm,60689
Ben Woodburn,Midfielder,  Wales,http://www.premierleague.com/players/14758/Ben-Woodburn/overview,Midfielder,15/10/1999,,174cm,182436
Sam Woods,Defender,  England,http://www.premierleague.com/players/14149/Sam-Woods/overview,Defender,11/09/1998,,,221272
Callum Wright,Midfielder,  England,http://www.premierleague.com/players/21957/Callum-Wright/overview,Midfielder,02/05/2000,,,233549
Xande Silva,Forward,  Portugal,http://www.premierleague.com/players/24151/Xande-Silva/overview,Forward,16/03/1997,,177cm,209925
Granit Xhaka,Midfielder,  Switzerland,http://www.premierleague.com/players/12136/Granit-Xhaka/overview,Arsenal,27/09/1992,34,185cm,84450
Romaric Yapi,Defender,  France,http://www.premierleague.com/players/66506/Romaric-Yapi/overview,Brighton and Hove Albion,13/07/2000,,,439978
Andriy Yarmolenko,Forward,  Ukraine,http://www.premierleague.com/players/6389/Andriy-Yarmolenko/overview,West Ham United,23/10/1989,7,189cm,56377
DeAndre Yedlin,Defender,  United States,http://www.premierleague.com/players/10522/DeAndre-Yedlin/overview,Newcastle United,09/07/1993,22,172cm,151119
Maya Yoshida,Defender,  Japan,http://www.premierleague.com/players/4605/Maya-Yoshida/overview,Defender,24/08/1988,,189cm,80447
Ashley Young,Defender,  England,http://www.premierleague.com/players/3062/Ashley-Young/overview,Defender,09/07/1985,,175cm,18892
Pablo Zabaleta,Defender,  Argentina,http://www.premierleague.com/players/3654/Pablo-Zabaleta/overview,West Ham United,16/01/1985,5,176cm,20658
Wilfried Zaha,Forward,  Cote D'Ivoire,http://www.premierleague.com/players/4539/Wilfried-Zaha/overview,Crystal Palace,10/11/1992,11,180cm,82403
Davide Zappacosta,Defender,  Italy,http://www.premierleague.com/players/25313/Davide-Zappacosta/overview,Roma,11/06/1992,2,185cm,105700
Marvin Zeegelaar,Defender,  Netherlands,http://www.premierleague.com/players/10123/Marvin-Zeegelaar/overview,Defender,12/08/1990,,186cm,66247
Jordan Zemura,Defender,  England,http://www.premierleague.com/players/49144/Jordan-Zemura/overview,Defender,,,,447932
Karlo Ziger,Goalkeeper,  Croatia,http://www.premierleague.com/players/24220/Karlo-Ziger/overview,Goalkeeper,11/05/2001,,,431019
Christoph Zimmermann,Defender,  Germany,http://www.premierleague.com/players/22047/Christoph-Zimmermann/overview,Norwich City,12/01/1993,6,194cm,192303
Oleksandr Zinchenko,Defender,  Ukraine,http://www.premierleague.com/players/19620/Oleksandr-Zinchenko/overview,Manchester City,15/12/1996,11,175cm,206325
Richairo Zivkovic,Forward,  Netherlands,http://www.premierleague.com/players/11034/Richairo-Zivkovic/overview,Sheffield United,05/09/1996,,187cm,147612
Nabili Zoubdi Touaizi,Forward,  Spain,http://www.premierleague.com/players/24638/Nabili-Zoubdi-Touaizi/overview,Forward,01/02/2001,,,248504
Kurt Zouma,Defender,  France,http://www.premierleague.com/players/5175/Kurt-Zouma/overview,Chelsea,27/10/1994,,190cm,103192
Kyle Taylor,Midfielder,  England,http://www.premierleague.com/players/24214/Kyle-Taylor/overview,AFC Bournemouth,26/05/1999,28,,431774
Charlie Taylor,Defender,  England,http://www.premierleague.com/players/8691/Charlie-Taylor/overview,Burnley,18/09/1993,3,176cm,103914
Billy Gilmour,Midfielder,  Scotland,http://www.premierleague.com/players/24221/Billy-Gilmour/overview,Chelsea,11/06/2001,47,166cm,243568
Joel Ward,Defender,  England,http://www.premierleague.com/players/3929/Joel-Ward/overview,Crystal Palace,29/10/1989,2,188cm,55494
Martin Kelly,Defender,  England,http://www.premierleague.com/players/3644/Martin-Kelly/overview,Crystal Palace,27/04/1990,34,191cm,58786
Tom Davies,Midfielder,  England,http://www.premierleague.com/players/13389/Tom-Davies/overview,Everton,30/06/1998,26,180cm,173807
Danny Ward,Goalkeeper,  Wales,http://www.premierleague.com/players/4522/Danny-Ward/overview,Leicester City,22/06/1993,12,191cm,95463
Harvey Barnes,Midfielder,  England,http://www.premierleague.com/players/14716/Harvey-Barnes/overview,Leicester City,09/12/1997,15,174cm,201666
Matty James,Midfielder,  England,http://www.premierleague.com/players/3669/Matty-James/overview,Leicester City,22/07/1991,22,181cm,61604
Jordan Henderson,Midfielder,  England,http://www.premierleague.com/players/3712/Jordan-Henderson/overview,Liverpool,17/06/1990,14,182cm,56979
Neco Williams,Defender,  Wales,http://www.premierleague.com/players/23811/Neco-Williams/overview,Liverpool,13/04/2001,76,,215136
Benjamin Mendy,Defender,  France,http://www.premierleague.com/players/5575/Benjamin-Mendy/overview,Manchester City,17/07/1994,,185cm,102826
Raheem Sterling,Forward,  England,http://www.premierleague.com/players/4316/Raheem-Sterling/overview,Manchester City,08/12/1994,7,170cm,103955
Phil Jones,Defender,  England,http://www.premierleague.com/players/3820/Phil-Jones/overview,Manchester United,21/02/1992,4,180cm,76359
Daniel James,Midfielder,  Wales,http://www.premierleague.com/players/13797/Daniel-James/overview,Manchester United,10/11/1997,21,170cm,200617
Angel Gomes,Midfielder,  England,http://www.premierleague.com/players/14830/Angel-Gomes/overview,Manchester United,31/08/2000,28,161cm,209041
Brandon Williams,Defender,  England,http://www.premierleague.com/players/23834/Brandon-Williams/overview,Manchester United,03/09/2000,53,171cm,232937
Max Taylor,Defender,  England,http://www.premierleague.com/players/20787/Max-Taylor/overview,Manchester United,10/01/2000,52,,222844
Di'Shon Bernard,Defender,  England,http://www.premierleague.com/players/23697/Di,Manchester United,14/10/2000,58,,232781
Ciaran Clark,Defender,  Ireland,http://www.premierleague.com/players/3562/Ciaran-Clark/overview,Newcastle United,26/09/1989,2,185cm,58845
Andy Carroll,Forward,  England,http://www.premierleague.com/players/3175/Andy-Carroll/overview,Newcastle United,06/01/1989,7,193cm,40142
Thomas Allan,Forward,  England,http://www.premierleague.com/players/19962/Thomas-Allan/overview,Newcastle United,23/09/1999,50,,232957
Liam Gibson,Defender,  England,http://www.premierleague.com/players/13589/Liam-Gibson/overview,Newcastle United,25/04/1997,33,185cm,156069
Jamal Lewis,Defender,  Northern Ireland,http://www.premierleague.com/players/14938/Jamal-Lewis/overview,Norwich City,25/01/1998,12,178cm,194799
Louis Thompson,Midfielder,  Wales,http://www.premierleague.com/players/9826/Louis-Thompson/overview,MK Dons,19/12/1994,19,180cm,108799
Simon Moore,Goalkeeper,  England,http://www.premierleague.com/players/4727/Simon-Moore/overview,Sheffield United,19/05/1990,25,191cm,74854
Dean Henderson,Goalkeeper,  England,http://www.premierleague.com/players/13988/Dean-Henderson/overview,Sheffield United,12/03/1997,1,188cm,172649
Leon Clarke,Forward,  England,http://www.premierleague.com/players/2593/Leon-Clarke/overview,Wigan Athletic,10/02/1985,28,188cm,18440
Jake Wright,Defender,  England,http://www.premierleague.com/players/9322/Jake-Wright/overview,Sheffield United,11/03/1986,,186cm,16229
Jack Robinson,Defender,  England,http://www.premierleague.com/players/3902/Jack-Robinson/overview,Sheffield United,01/09/1993,19,168cm,83427
Alex McCarthy,Goalkeeper,  England,http://www.premierleague.com/players/4573/Alex-McCarthy/overview,Southampton,03/12/1989,,193cm,58376
Harry Lewis,Goalkeeper,  England,http://www.premierleague.com/players/14982/Harry-Lewis/overview,Southampton,20/12/1997,41,191cm,198044
Jack Stephens,Defender,  England,http://www.premierleague.com/players/4612/Jack-Stephens/overview,Southampton,27/01/1994,5,185cm,88900
Shane Long,Forward,  Ireland,http://www.premierleague.com/players/3206/Shane-Long/overview,Southampton,22/01/1987,,178cm,20452
Davinson Sánchez,Defender,  Colombia,http://www.premierleague.com/players/20224/Davinson-Sánchez/overview,Tottenham Hotspur,12/06/1996,6,187cm,173904
Ben Davies,Defender,  Wales,http://www.premierleague.com/players/4408/Ben-Davies/overview,Tottenham Hotspur,24/04/1993,33,181cm,115556
Harry Kane,Forward,  England,http://www.premierleague.com/players/3960/Harry-Kane/overview,Tottenham Hotspur,28/07/1993,10,188cm,78830
Brandon Austin,Goalkeeper,  England,http://www.premierleague.com/players/15114/Brandon-Austin/overview,Tottenham Hotspur,08/01/1999,49,188cm,214572
Nathaniel Chalobah,Midfielder,  England,http://www.premierleague.com/players/4105/Nathaniel-Chalobah/overview,Watford,12/12/1994,14,187cm,89085
Andre Gray,Forward,  England,http://www.premierleague.com/players/9060/Andre-Gray/overview,Watford,26/06/1991,18,178cm,73426
Callum Whelan,Midfielder,  England,http://www.premierleague.com/players/14827/Callum-Whelan/overview,Watford,24/09/1998,42,,218020
Jamal Balogun,Defender,  England,http://www.premierleague.com/players/19999/Jamal-Balogun/overview,Watford,18/01/2000,45,,233001
Carlos Sánchez,Midfielder,  Colombia,http://www.premierleague.com/players/10430/Carlos-Sánchez/overview,West Ham United,06/02/1986,,182cm,42824
David Martin,Goalkeeper,  England,http://www.premierleague.com/players/2912/David-Martin/overview,West Ham United,22/01/1986,25,185cm,19194
Ben Johnson,Midfielder,  England,http://www.premierleague.com/players/15212/Ben-Johnson/overview,West Ham United,24/01/2000,53,175cm,222018
Raúl Jiménez,Forward,  Mexico,http://www.premierleague.com/players/11071/Raúl-Jiménez/overview,Wolverhampton Wanderers,05/05/1991,9,190cm,102057
Lewis Richards,Defender,  Ireland,http://www.premierleague.com/players/25466/Lewis-Richards/overview,Wolverhampton Wanderers,15/10/2001,76,,437688
Terry Taylor,Midfielder,  Wales,http://www.premierleague.com/players/24667/Terry-Taylor/overview,Wolverhampton Wanderers,29/06/2001,39,,432850
